Transaction Collection Report

 Trans ID     Job#  Empl ID  OpersID   Start Date/Time    Stop Date/Time  Result
  125690      1879      305     5608  01/25/2010 13:29  01/25/2010 13:43  129054                 
  125576      1914      126    23011  01/25/2010 10:12  01/25/2010 11:44  129055                 
  125585      1914      476    23029  01/25/2010 10:36  01/25/2010 12:04  129056                 
  125641      1914      476    23026  01/25/2010 12:06  01/25/2010 12:06  129057                 
  125661      1914      476    23029  01/25/2010 12:33  01/25/2010 13:09  129058                 
  125678      1914      476    23026  01/25/2010 13:08  01/25/2010 13:08  129059                 
  125725      1914      476    23029  01/25/2010 14:56  01/25/2010 15:54  129060                 
  125640      1915      476    23080  01/25/2010 12:04  01/25/2010 12:07  129061                 
  125643      1915      476    23080  01/25/2010 12:07  01/25/2010 12:33  129062                 
  125660      1915      476    23077  01/25/2010 12:32  01/25/2010 12:32  129063                 
  125609      1918      119     4062  01/25/2010 11:13  01/25/2010 12:36  129064                 
  125616      1918      620     4051  01/25/2010 11:26  01/25/2010 11:47  129065                 
  125630      1918      620     4058  01/25/2010 11:45  01/25/2010 11:45  129066                 
  125668      1918      526     4066  01/25/2010 12:45  01/25/2010 12:45  129067                 
  125728      1918      119     4062  01/25/2010 15:09  01/25/2010 15:58  129068                 
  125553      1920      620     4561  01/25/2010 09:35  01/25/2010 10:57  129069                 
  125600      1920      620     4568  01/25/2010 10:56  01/25/2010 10:56  129070                 
  125659      1925      305     5676  01/25/2010 12:27  01/25/2010 13:29  129071                 
  125680      1927      476     5688  01/25/2010 13:09  01/25/2010 14:43  129072                 
  125716      1927      476     5234  01/25/2010 14:42  01/25/2010 14:42  129073                 
  125601      1994      620     4381  01/25/2010 10:57  01/25/2010 11:26  129074                 
  125614      1994      620     4388  01/25/2010 11:25  01/25/2010 11:25  129075                 
  125662      1994      119     4392  01/25/2010 12:36  01/25/2010 15:09  129076                 
  125685      1994      526     4396  01/25/2010 13:23  01/25/2010 13:23  129077                 
  125684      1859      561    20273  01/25/2010 13:16  01/25/2010 15:18  129078                 
  125689      1859      561    20279  01/25/2010 13:28  01/25/2010 13:28  129079                 
  125713      1856      193    20222  01/25/2010 14:38  01/25/2010 15:42  129080                 
  125587      1869      128     5735  01/25/2010 10:38  01/25/2010 11:32  129081                 
  125608      1869      541     3321  01/25/2010 11:10  01/25/2010 12:02  129082                 
  125625      1869      219     3332  01/25/2010 11:40  01/25/2010 11:54  129083                 
  125636      1869      219     3332  01/25/2010 11:54  01/25/2010 12:08  129084                 
  125651      1869      128     5735  01/25/2010 12:19  01/25/2010 12:33  129085                 
  125720      1869      128     5735  01/25/2010 14:52  01/25/2010 15:33  129086                 
  125604      1871      193     4760  01/25/2010 11:02  01/25/2010 11:21  129087                 
  125669      1871      134     6029  01/25/2010 12:45  01/25/2010 13:27  129088                 
  125706      1871      219     4772  01/25/2010 14:19  01/25/2010 14:33  129089                 
  125733      1871      134     6029  01/25/2010 15:19  01/25/2010 15:49  129090                 
  125610      1873      134    20210  01/25/2010 11:15  01/25/2010 11:22  129091                 
  125633      1873      193    20182  01/25/2010 11:48  01/25/2010 14:00  129092                 
  125642      1873      134    20210  01/25/2010 12:06  01/25/2010 12:27  129093                 
  125707      1873      134    20210  01/25/2010 14:19  01/25/2010 14:52  129094                 
  125559      1874      219     3171  01/25/2010 09:44  01/25/2010 11:36  129095                 
  125571      1874      133     5729  01/25/2010 10:05  01/25/2010 10:52  129096                 
  125615      1874      334    24205  01/25/2010 11:26  01/25/2010 11:26  129097                 
  125617      1874      133     3192  01/25/2010 11:28  01/25/2010 13:15  129098                 
  125618      1874      341     3192  01/25/2010 11:29  01/25/2010 12:49  129099                 
  125671      1874      133     3196  01/25/2010 12:49  01/25/2010 12:49  129100                 
  125697      1874      133     5729  01/25/2010 13:42  01/25/2010 14:33  129101                 
  125699      1874      219     3182  01/25/2010 13:42  01/25/2010 14:17  129102                 
  125639      1895      541    23339  01/25/2010 12:02  01/25/2010 12:38  129103                 
  125645      1895      319    23367  01/25/2010 12:09  01/25/2010 12:54  129104                 
  125665      1897      541    23562  01/25/2010 12:38  01/25/2010 13:03  129105                 
  125672      1897      319    23590  01/25/2010 12:54  01/25/2010 13:31  129106                 
  125611      1899      193     3200  01/25/2010 11:22  01/25/2010 11:47  129107                 
  125658      1899      134     6131  01/25/2010 12:27  01/25/2010 12:45  129108                 
  125705      1899      219     3212  01/25/2010 14:17  01/25/2010 14:19  129109                 
  125721      1899      134     6131  01/25/2010 14:52  01/25/2010 15:19  129110                 
  125598      1919      133     5731  01/25/2010 10:52  01/25/2010 11:28  129111                 
  125663      1919      563     3246  01/25/2010 12:38  01/25/2010 14:37  129112                 
  125664      1919      217     3233  01/25/2010 12:38  01/25/2010 14:32  129113                 
  125683      1919      133     5731  01/25/2010 13:15  01/25/2010 13:42  129114                 
  125709      1919      219     3242  01/25/2010 14:33  01/25/2010 15:30  129115                 
  125710      1919      133     5731  01/25/2010 14:33  01/25/2010 15:19  129116                 
  125581      1921      217    24218  01/25/2010 10:26  01/25/2010 12:38  129117                 
  125624      1921      563    24231  01/25/2010 11:40  01/25/2010 12:38  129118                 
  125652      1921      219    24227  01/25/2010 12:21  01/25/2010 13:42  129119                 
  125557      1951      319     5930  01/25/2010 09:44  01/25/2010 12:09  129120                 
  125698      1969      134    23824  01/25/2010 13:42  01/25/2010 14:19  129121                 
  125715      1969      393    23807  01/25/2010 14:39  01/25/2010 15:40  129122                 
  125735      1969      219    23808  01/25/2010 15:30  01/25/2010 16:00  129123                 
  125741      1969      134    23824  01/25/2010 15:49  01/25/2010 16:05  129124                 
  125691      1990      319    24671  01/25/2010 13:31  01/25/2010 14:12  129125                 
  125692      1990      393    24653  01/25/2010 13:32  01/25/2010 14:01  129126                 
  125700      1990      193    24642  01/25/2010 14:01  01/25/2010 14:37  129127                 
  125599      1993      563    24400  01/25/2010 10:55  01/25/2010 11:40  129128                 
  125622      1995      219     5945  01/25/2010 11:36  01/25/2010 11:40  129129                 
  125619      2050      128    25145  01/25/2010 11:32  01/25/2010 12:19  129130                 
  125644      2050      219    25129  01/25/2010 12:08  01/25/2010 12:21  129131                 
  125674      2050      128    25145  01/25/2010 12:57  01/25/2010 14:52  129132                 
  125590      2062      134    33616  01/25/2010 10:44  01/25/2010 11:15  129133                 
  125687      2062      134    33616  01/25/2010 13:27  01/25/2010 13:42  129134                 
  125597      1878      345     3421  01/25/2010 10:51  01/25/2010 11:47  129135                 
  125631      1878      345     3428  01/25/2010 11:46  01/25/2010 11:46  129136                 
  125648      1878      321     3432  01/25/2010 12:16  01/25/2010 13:14  129137                 
  125673      1878      321     3436  01/25/2010 12:56  01/25/2010 12:56  129138                 
  125722      1878      144     3421  01/25/2010 14:53  01/25/2010 15:56  129139                 
  125737      1878      144     3428  01/25/2010 15:33  01/25/2010 15:33  129140                 
  125578      1902      345     4411  01/25/2010 10:18  01/25/2010 10:51  129141                 
  125592      1902      345     4418  01/25/2010 10:45  01/25/2010 10:45  129142                 
  125742      1906      144    24493  01/25/2010 15:56  01/25/2010 16:11  129143                 
  125428      1911      321    20386  01/25/2010 04:48  01/25/2010 12:16  129144                 
  125647      1911      321    20390  01/25/2010 12:15  01/25/2010 12:15  129145                 
  125681      1911      321    20386  01/25/2010 13:14  01/25/2010 16:02  129146                 
  125612      1961      375    25697  01/25/2010 11:23  01/25/2010 12:25  129147                 
  125717      2005      476    24833  01/25/2010 14:43  01/25/2010 14:56  129148                 
  125724      2005      476    24830  01/25/2010 14:56  01/25/2010 14:56  129149                 
  125588      2031      484     4836  01/25/2010 10:42  01/25/2010 10:46  129150                 
  125589      2031      507     4824  01/25/2010 10:44  01/25/2010 10:49  129151                 
  125591      2031      514    25041  01/25/2010 10:45  01/25/2010 10:51  129152                 
  125650      1893      660    23410  01/25/2010 12:18  01/25/2010 13:34  129153                 
  125657      1893      451    23411  01/25/2010 12:26  01/25/2010 13:54  129154                 
  125562      1952      375    26077  01/25/2010 09:49  01/25/2010 11:22  129155                 
  125656      1991      375    27040  01/25/2010 12:26  01/25/2010 13:02  129156                 
  125654      1858      458     5699  01/25/2010 12:23  01/25/2010 14:43  129157                 
  125607      1881      459    25649  01/25/2010 11:08  01/25/2010 12:18  129158                 
  125583      1890      445    23289  01/25/2010 10:31  01/25/2010 12:20  129159                 
  125649      1890      459    33499  01/25/2010 12:18  01/25/2010 14:13  129160                 
  125694      1890      660    23290  01/25/2010 13:34  01/25/2010 14:14  129161                 
  125727      1890      459    30111  01/25/2010 15:05  01/25/2010 16:03  129162                 
  125704      1891      660    23328  01/25/2010 14:14  01/25/2010 15:05  129163                 
  125423      1892      352    23545  01/25/2010 04:43  01/25/2010 11:24  129164                 
  125627      1892      334    24469  01/25/2010 11:42  01/25/2010 11:42  129165                 
  125637      1892      352    23545  01/25/2010 11:59  01/25/2010 15:31  129166                 
  125638      1892      595    23545  01/25/2010 12:01  01/25/2010 14:38  129167                 
  125653      1892      465    23545  01/25/2010 12:22  01/25/2010 14:39  129168                 
  125387      1896      522    23502  01/25/2010 03:44  01/25/2010 12:54  129169                 
  125628      1896      334    24470  01/25/2010 11:43  01/25/2010 11:43  129170                 
  125667      1896      265    23501  01/25/2010 12:41  01/25/2010 14:32  129171                 
  125603      1923      438    24303  01/25/2010 10:59  01/25/2010 14:03  129172                 
  125621      1930      458     6103  01/25/2010 11:35  01/25/2010 12:23  129173                 
  125701      1933      438     6094  01/25/2010 14:03  01/25/2010 14:48  129174                 
  125623      1988      352    24588  01/25/2010 11:38  01/25/2010 11:59  129175                 
  125632      1988      334    24595  01/25/2010 11:47  01/25/2010 11:47  129176                 
  125613      1989      352    24629  01/25/2010 11:24  01/25/2010 11:38  129177                 
  125634      1989      334    24636  01/25/2010 11:49  01/25/2010 11:49  129178                 
  125629      2100      334    39164  01/25/2010 11:45  01/25/2010 11:45  129179                 
  116132      9090      205     5506  10/09/2009 19:07  10/09/2009 19:09  Job record not found   
  116133      9090      205     5506  10/09/2009 19:10  10/09/2009 19:11  Job record not found   
  116134      9090      205     5506  10/11/2009 13:50  10/12/2009 09:54  Job record not found   
